target,text
4,"Good Day Twitter World, having my Starbucks, and listening to the Bobby Bone s Show...Gotta Love em.. "
4,"Very enjoyable article from @captimes, however. My qualms are with society, and certainly not the piece or researchers "
0,Crap day.  Bank of America ripped me off w/ overdraft. XM cut off but I paid the bill.
0,she left me a message!!! i listened to it 4 times ....  
4,Beauuuuutiful day 
0,last latin lesson today... kinda sad isn't it?  well it's warm outside so i'm happy ;)
4,@Jrel hehe yeah i've been following him since he fought Barrera...i just dont ever bet against him 
0,@mellemusic clicking  clicking - nothing happening!! 
0,No tourney 'til next weekend =   http://bit.ly/2xDPf
4,"@grooveworksENT Aw man well definitely keep me updated whenever you got a show in the Bay, especially in the summer "
0,crappy exchange rate. wtf 
0,@DoinItWell Awww....sorry to hear that 
0,I don't know what to wear tomorrow! 
0,@kyutee Fat? don't worry you'll look much better than me for sure  I gained 7 lbs and have love handles and have nothing to wear 
4,thank you for what u said yesterday and i really appreciate it 
0,@GiselleRaquel  I'm tryin my best to make it
0,finally installed a new terabyte drive... formatting is taking a LONG time  http://plurk.com/p/12a1tm
0,@therealADWarner nooo  I don't have any friends!
4,"@speccygeekgrrl On the exchange fic? I'd been planning on commenting, I just forgot  *hug*"
0,"@oneofthosefaces I'm sorry.  Have you talked to her much in the past? I'm jealous you got to talk to her, ha-ha! Even an argument is good!"
0,lost my phone again!  hate that happened again...
4,All I have to do is go to school for less than two hours!  then I go and train at workkkkk!  hoorayyyy!
4,"Turning Into a Veggie NOT Because I Love Animals ,,I Just Don't Like Meat =].Except In Burgers "
0,bored on a Sat nite 
0,lost my phone. 
0,"tile floors has some awesome pros, but when you're standing a lot it fucking sucks. my feet are so sore. "
0,"Umm after schooL , at subway w. My mom ; nothing to do planss are ruined "
0,@AllICanB I was thinking u were still under the weather 
4,got tickets to see anberlin and the academy is in august 
4,i love me some will 
4,@amberafternoon Morning 
0,Im not friends with anyone anymore 
0,@daveanchors  mine hurts too 
0,@abbefied Bummer- that is a bad experience. 
0,@stereoqueenbee Weather just changed 
4,@Adam__Carter How old are you Adam dont mind me asking? 
0,Chunky chicken noodles soup makes the world go round.    Still not a replacement for fucking wings tho 
0,Damn I'm really dealing with some demons right now 
0,Faenol Festival cancelled this year then. No more rocking the middle aged for me this year 
0,@cattvong omg... i can't be happy???? D: that's horrible 
0,@bennycrime it's all fucked. The greens were the last hope but their science policy is ridiculous. 
0,I wanna take a nap~~Zzzzzz~~My Last Day Here  :0
0,I don't wanna do my project 
0,@jerdawg86 it's just being stupid about directly sending updates to my phone 
4,"Finally figured out a config bug that allowed Tomcat Manager to hide from me. No more widget outages, @ryanniemeyer! (well, far *fewer*) "
4,"@dannywood Awww..your so sweet, havent seen the new show yet, but will in 15 more days....cant wait. Now go get some rest. "
4,"After the really busy week of last, I missed twitter. Night all. Tomorrow comes. "
4,back home for lunch!  than school again =(
0,"@AMorZan Hmm, well, i would give you a cookie but i don't have one either. sorry. "
4,feeling very accomplished  next weekend FARM yay maybe wit Jimmybob  
0,"Back, time to go back to nerd'ing. "
4,Poo. I found ddr. And its kicking my a. But im still AWESOME. 
4,@tommcfly yes have a mcfly twitter profile! 
0,"@BrokenStruggle Good idea! This year must take less stuff, I always say it but rucksack always so heavy, not getting any younger "
4,I want my book alreadyyy... L.A. CANDY  Ahh so excited hopefully i get to go on june 16!!!!
0,"@tamij Sorry, didn't mean to cut in front of you for tomorrow's show info.  #hhrs"
0,feels like shitttttt. had to take a day off 
0,"Gettin some fuel, too bad no one is reading this! "
0,Morning all! Was up at 07:30 but have only been able to tweet now. Time for some nutrients. SuBo  Sunshine 
0,@KingofBrooklyn where u been all my life..no love no more.. 
4,@lainie I was just reading it. Love it.  So meaningful! And I detect anime hints with the ... XD
4,@notMordecai Hey Man Send Some Music My Way pl0x! 
4,@ginkgografix Have a great day! 
4,@BrookeWyatt you also!! 
0,I'm broken. Neck and back pains. Damn you hurricane harbor rides. Damn you. Attempting to sleep. Night 
4,one more week from fight 
4,has nothing special to tweet about...umm its peretty outside 
0,"After closer examination, I'm not two shades darker....maybe 1. Barely that "
0,@esperanca Great! Unfortunately the Mrs. can't tollerate spicy. AT. ALL.  (I'll have to sneak in the myself sometime!)
4,"Sweet. I am now filled with glee having signed up in Krav Maga with the witch, sarah &amp; carrie ann. "
4,Do it now.. you know who you are! 
0,time for work 
0,I can't believe the weekend is almost over 
0,@SzFifteens @SzFifteens  I make sick look sexy tho. #WishfulThinking
4,@TasteLikePoison Thanks! 
0,Bloody LGBT caucus this afternoon means I'm gonna miss the Cuba 50 event (which I hear has free rum) 
4,"@MooTheSuperCow but it's all good now, i have jaffa cakes! and this rather funny video http://tinyurl.com/pqqamr "
0,I have to go to the doctors tomorrow! More tests 
0,i'm mad...there's a girl on T.V with MYYYYYY blonde streak!!!!   haha
4,@MarcusEaton  Disposable is playing (on random iPod selection) as I mop my living-room floor - 
4,@FridaLoves like my new background? 
4,http://twitpic.com/6cxed - Another sunny day! 
0,Just found mold on one of my strawberries. Have to throw the whole packet out 
4,"@mcraddictal yep, ive finished my exams. so i get a lot of free time now! what words do you want to learn? "
0,"@Shontelle_Layne hows the tour going? you having fun with bey, wish i could come so bad  your at the O2 on my birthday - gutted!!!"
4,@snufsnuf  COOOL!! just I envisioned it!!! 
0,@tengohambre:  i wanna be in the club  punk lol
4,@xsodapopp thanks ashley!!! i will just for you!!!!  ahahaha
0,@GGlick the Square one?  what I really need is BSG game.... 
0,How can I still be ill? 
4,At dinner with the sabrina's.  Nothin like my sabrinas  (they are my best friends)
4,Spartan over Ninja 65% of the time. Shocking! Ninja expert said Ninja would just run away and kill Spartan in his sleep 
0,"sick, sick, sick! staying in for the night and getting as much rest as i can before Orientation tomorrow "
4,Sitting out in my aunties back garden - relaxing in the sun listening to Hey Monday!!  &lt;3
4,waiting to go to the fair  while listening to the miley album!
0,My feet hurt SO much from work 
0,@davidleibrandt aaaaaah Im not at my house 
4,@action182 follow 
4,Is enjoying a yummy picnic on blackpool beach with manda 
4,"@penreyes You can never go wrong with an extra set of diamond earrings, especially for free   http://bit.ly/gbPLU"
0,Face time was TOO short! 
4,"played about 10 hours of volleyball today...no breaks and no lunch. rough tournament, but still a fun one "
0,@landrsn i wish you were in ames with me 
4,is off to Rya's to get my JOSErIZ books. be back in a bit.  http://plurk.com/p/z0sse
0,"@heritagesoftail haha, france -- i wish! naw, just paris, tn  first time going by myself (: nothing but me, keith, and the highway."
4,@30SECONDSTOMARS Woooo! How many songs left untill its complete? Getting excited now....MARS IS COMING 
0,Tired and giving plasma. Busy weekends suck 
0,"@nytimes Obama sought to enlist consensus- buckle your seat belts America, here comes Socialism - we are screwed "
0,this weave its turning out to be a bust....idk man it might not last the expected 2 weeks 
0,has got the sniffles 
0,I miss Twitter SOOOO much 
0,I Cant Open My Mozilla Firefox  Eeeeeekkk 
0,@tinnamariee omg lovee fo sho we gon go t2 24hrs man &amp; why yall bitches ddnt invite me 
0,Thinks it's bloody typical that the weather is lovely now she's stuck indoors 
0,@VATD NOOOO!!! i still would like my hug 
4,"@zezel Great job nassim, add me as a friend on soup.io "
0,had the weirdest dream last night ft. Britney &amp; a special someone. twas crazy weird! the sun finally came out 2day but no beach time 4 me 
0,So I went to the ER this morning abdominal pain and was told that my gallbladder will have to be removed. 
4,It's a beautiful day  Heading outside now!
4,@medaliual you shoudl even go to Bath and Body works...theyre having a sale. Everything $5 
0,work at 5 
0,"feelin prety rough today. no beers last night either. typical, get sick at the weekend &amp; be fine for work monday "
4,Off to the baby/mommy fair at the NBC Tent.  #fb
4,thanks manga 
4,Listening to JVA remix of Surrounded by light.. nice remix 
0,I feel like i lost my best friend  i knew it was coming we havent talked in months she has a life to live and im an emotionally broke ...
4,@INKDMOM Seriously going to bed now...met my limit tonight.  But everything was oh soooo good BBQ/dessert/drink.  Can't stop at one rib!  
4,@myfabolouslife lol ; that was funny.  ..
4,"On my way to Ngurah Rai International Airport. Thanks for the great 3 days, Bali "
0,"sunday mrng n nthing can be best, only if you dont have exams coming "
0,Is anybody selling a used zune?????????? Mine has officially died 
4,"And i love @sarakiesling because she is awesome and replies to my tweets  next time youre at a show im at, i need to meet you!  MN wins."
0,"(@DrrlNclye) Ok, shut-up. I Microwaved it. Meat-balls was too cold. "
4,BBQ with tha fam today 
0,I'm obsessed with HEY ARNOLD. Such a good fucking show. I miss Jaleesa watching it with me 
4,i really should start planning my 16th i think i might just have a small get together with the fam and friends  brita's party was awesome!
0,No one else is awake 
4,New Room!! 
0,"@raintenshi I know, yay! But kinda bummed Matsumoto isn't on the movie cast list  I hope he makes a surprise appearance. ♥ Shin "
0,I was so happy because I had three followers.  Now I'm said because 2 of them were porn bots. 
0,I want to go to the @sfzoo 
4,school is out YES 
0,BOSEN SETENGAH MATI  -Ditya's
0,"@tommcfly plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz  xx"
4,"Singstaring, with my sisterr  WOOOH !"
0,"@StarOnMaineSt girl, i jus saw it.  LMFAO. i have NO words for him. none. lol"
4,@siirensiiren def. retweet and fave. worthy 
0,missing out on josh's Margarita Sunday Funday w Prive originals  workin a 7hr shift &amp; doin accounting hw @ the same time.
0,@Flyestoncampus U chose not to b my Hubby nemore! 
4,just realized 1st half of 2009 has been fucking awesme 
4,"@teaandcake__ I know Beckenham's not great, but it can't be that bad, surely?  (hope there is light at the end of the tunnel)"
4,"damn klaxons, how did I forget about you? Now I feel alive again "
4,Soon going to Germany! Oh joy 
0,Is in the way to come to south of France; &quot;Sète&quot; its gonna be boring. 
0,@emmyrossum Meetings... Drinks w/ buddies... Flying back to Seoul. 
0,was watching a movie and missed the opening of the tonys. my life is over. 
0,"Headphones are fuxed. I guess that's what I get for gnawing on the cable like a rodent. Sennheiser, WHY ARE YOU SO DELICIOUS?! "
4,@natashayi *walks closer* 
0,900th post. Very VERY drunk last night. In the restaurant that I work in aswell. I shall be teased beyond belief when I go back to work. 
0,@treitnauer Irish govt has restricted opening hours over here 
4,@DizzyBalloon Alexandra Sautter  i'm friends with you on facebook!
0,is I'm having a headache due to raindrops..  http://plurk.com/p/118ou7
0,I'm leaving in about 30 minutes... No or not much internet for six weeks. Canada here I come. But I don't want to go alone. 
0,fighting the lizard battle.... 
4,"haha, perfect evening. jaffa cakes, bb, smirnoff ice. love ad breaks. gives me time to get drinks! "
